********************************************************************************
product = WebSphere Application Server 17.0.0.1 (wlp-1.0.16.cl170120170227-0220)
wlp.install.dir = /home/leo/WorkSpaceSTS/zoan/target/liberty/wlp/
java.home = /usr/lib/jvm/java-8-openjdk-amd64/jre
java.version = 1.8.0_131
java.runtime = OpenJDK Runtime Environment (1.8.0_131-8u131-b11-0ubuntu1.16.04.2-b11)
os = Linux (4.4.0-21-generic; amd64) (es_VE)
process = 25660@leo
********************************************************************************
[06/06/17 16:14:44:277 VET] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: El servidor defaultServer se ha lanzado.
[06/06/17 16:27:07:364 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG SessionFactoryUtils:800 - Closing Hibernate Session
[06/06/17 16:27:07:365 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG ConnectionManager:435 - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
[06/06/17 16:27:07:366 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 16:27:07:367 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:1276 - Rendering view [org.springframework.web.servlet.view.JstlView: name 'student'; URL [/WEB-INF/jsp/student.jsp]] in DispatcherServlet with name 'springapp'
[06/06/17 16:27:07:368 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG JstlView:432 - Added model object 'student' of type [com.build.zoan.models.Student] to request in view with name 'student'
[06/06/17 16:27:07:370 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG JstlView:432 - Added model object 'studentList' of type [java.util.ArrayList] to request in view with name 'student'
[06/06/17 16:27:07:370 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG JstlView:432 - Added model object 'org.springframework.validation.BindingResult.student' of type [org.springframework.validation.BeanPropertyBindingResult] to request in view with name 'student'
[06/06/17 16:27:07:371 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG JstlView:166 - Forwarding to resource [/WEB-INF/jsp/student.jsp] in InternalResourceView 'student'
[06/06/17 16:27:07:378 VET] 00000072 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 16:27:07:491 VET] 0000006d SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/css/bootstrap.min.css]
[06/06/17 16:27:07:492 VET] 0000006d SystemOut                                                    O 2017-06-06 16:27:07 WARN  PageNotFound:1172 - No mapping found for HTTP request with URI [/zoan/static/css/bootstrap.min.css] in DispatcherServlet with name 'springapp'
[06/06/17 16:27:07:494 VET] 0000006d SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 16:27:07:518 VET] 00000071 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/jquery/1.12.4/jquery.min.js]
[06/06/17 16:27:07:519 VET] 00000071 SystemOut                                                    O 2017-06-06 16:27:07 WARN  PageNotFound:1172 - No mapping found for HTTP request with URI [/zoan/static/jquery/1.12.4/jquery.min.js] in DispatcherServlet with name 'springapp'
[06/06/17 16:27:07:521 VET] 00000071 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 16:27:07:559 VET] 0000006a SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/js/bootstrap.min.js]
[06/06/17 16:27:07:561 VET] 0000006a SystemOut                                                    O 2017-06-06 16:27:07 WARN  PageNotFound:1172 - No mapping found for HTTP request with URI [/zoan/static/js/bootstrap.min.js] in DispatcherServlet with name 'springapp'
[06/06/17 16:27:07:564 VET] 0000006a SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 16:27:07:625 VET] 00000070 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/js/bootstrap.min.js]
[06/06/17 16:27:07:631 VET] 00000070 SystemOut                                                    O 2017-06-06 16:27:07 WARN  PageNotFound:1172 - No mapping found for HTTP request with URI [/zoan/static/js/bootstrap.min.js] in DispatcherServlet with name 'springapp'
[06/06/17 16:27:07:636 VET] 00000070 SystemOut                                                    O 2017-06-06 16:27:07 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 16:27:11:594 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/student]
[06/06/17 16:27:11:595 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG DefaultAnnotationHandlerMapping:140 - Mapping [/student] to HandlerExecutionChain with handler [com.build.zoan.controllers.StudentController@76cd4d5b] and 1 interceptor
[06/06/17 16:27:11:596 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG DispatcherServlet:951 - Last-Modified value for [/zoan/student] is: -1
[06/06/17 16:27:11:598 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG HandlerMethodInvoker:177 - Invoking request handler method: public java.lang.String com.build.zoan.controllers.StudentController.student(java.util.Map)
[06/06/17 16:27:11:599 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG HibernateTransactionManager:367 - Creating new transaction with name [com.build.zoan.services.impl.StudentServiceImpl.getAllStudent]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; ''
[06/06/17 16:27:11:600 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG SessionImpl:220 - opened session at timestamp: 14967808316
[06/06/17 16:27:11:603 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG HibernateTransactionManager:494 - Opened new Session [org.hibernate.impl.SessionImpl@3baf70f8] for Hibernate transaction
[06/06/17 16:27:11:606 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG HibernateTransactionManager:505 - Preparing JDBC Connection of Hibernate Session [org.hibernate.impl.SessionImpl@3baf70f8]
[06/06/17 16:27:11:610 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG JDBCTransaction:54 - begin
[06/06/17 16:27:11:611 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG ConnectionManager:415 - opening JDBC connection
[06/06/17 16:27:11:612 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG JDBCTransaction:59 - current autocommit status: true
[06/06/17 16:27:11:612 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG JDBCTransaction:62 - disabling autocommit
[06/06/17 16:27:11:933 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG HibernateTransactionManager:570 - Exposing Hibernate transaction as JDBC transaction [jdbc:mysql://us-cdbr-iron-east-03.cleardb.net/ad_3daafaefbc81776?user=b754d97b8556f4&password=6a655168, UserName=b754d97b8556f4@10.81.158.249, MySQL Connector Java]
[06/06/17 16:27:11:934 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG HibernateTransactionManager:438 - Found thread-bound Session [org.hibernate.impl.SessionImpl@3baf70f8] for Hibernate transaction
[06/06/17 16:27:11:935 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG HibernateTransactionManager:476 - Participating in existing transaction
[06/06/17 16:27:11:936 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG AbstractBatcher:358 - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
[06/06/17 16:27:11:937 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:11 DEBUG SQL:393 - select student0_.idStudent as idStudent0_, student0_.firtname as firtname0_, student0_.lastname as lastname0_, student0_.year as year0_ from Student student0_
[06/06/17 16:27:12:463 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG AbstractBatcher:374 - about to open ResultSet (open ResultSets: 0, globally: 0)
[06/06/17 16:27:12:468 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#1]
[06/06/17 16:27:12:469 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG AbstractBatcher:381 - about to close ResultSet (open ResultSets: 1, globally: 1)
[06/06/17 16:27:12:471 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG AbstractBatcher:366 - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
[06/06/17 16:27:12:472 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#1]
[06/06/17 16:27:12:473 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#1]
[06/06/17 16:27:12:474 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG StatefulPersistenceContext:748 - initializing non-lazy collections
[06/06/17 16:27:12:475 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG HibernateTransactionManager:759 - Initiating transaction commit
[06/06/17 16:27:12:478 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG HibernateTransactionManager:653 - Committing Hibernate transaction on Session [org.hibernate.impl.SessionImpl@3baf70f8]
[06/06/17 16:27:12:478 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG JDBCTransaction:103 - commit
[06/06/17 16:27:12:480 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG AbstractFlushingEventListener:111 - processing flush-time cascades
[06/06/17 16:27:12:480 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG AbstractFlushingEventListener:154 - dirty checking collections
[06/06/17 16:27:12:481 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG AbstractFlushingEventListener:85 - Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
[06/06/17 16:27:12:482 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG AbstractFlushingEventListener:91 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[06/06/17 16:27:12:483 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG Printer:83 - listing entities:
[06/06/17 16:27:12:484 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=e, year=43, idStudent=1, lastname=e}
[06/06/17 16:27:12:643 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG JDBCTransaction:193 - re-enabling autocommit
[06/06/17 16:27:12:802 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG JDBCTransaction:116 - committed JDBC Connection
[06/06/17 16:27:12:803 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 16:27:12:810 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG HibernateTransactionManager:735 - Closing Hibernate Session [org.hibernate.impl.SessionImpl@3baf70f8] after transaction
[06/06/17 16:27:12:811 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG SessionFactoryUtils:800 - Closing Hibernate Session
[06/06/17 16:27:12:812 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG ConnectionManager:435 - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
[06/06/17 16:27:12:813 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 16:27:12:814 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG DispatcherServlet:1276 - Rendering view [org.springframework.web.servlet.view.JstlView: name 'student'; URL [/WEB-INF/jsp/student.jsp]] in DispatcherServlet with name 'springapp'
[06/06/17 16:27:12:815 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG JstlView:432 - Added model object 'student' of type [com.build.zoan.models.Student] to request in view with name 'student'
[06/06/17 16:27:12:816 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG JstlView:432 - Added model object 'studentList' of type [java.util.ArrayList] to request in view with name 'student'
[06/06/17 16:27:12:816 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG JstlView:432 - Added model object 'org.springframework.validation.BindingResult.student' of type [org.springframework.validation.BeanPropertyBindingResult] to request in view with name 'student'
[06/06/17 16:27:12:818 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG JstlView:166 - Forwarding to resource [/WEB-INF/jsp/student.jsp] in InternalResourceView 'student'
[06/06/17 16:27:12:822 VET] 00000073 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 16:27:12:903 VET] 0000006d SystemOut                                                    O 2017-06-06 16:27:12 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/css/bootstrap.min.css]
[06/06/17 16:27:12:904 VET] 0000006d SystemOut                                                    O 2017-06-06 16:27:12 WARN  PageNotFound:1172 - No mapping found for HTTP request with URI [/zoan/static/css/bootstrap.min.css] in DispatcherServlet with name 'springapp'
[06/06/17 16:27:12:914 VET] 0000006d SystemOut                                                    O 2017-06-06 16:27:12 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 16:27:12:926 VET] 00000070 SystemOut                                                    O 2017-06-06 16:27:12 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/jquery/1.12.4/jquery.min.js]
